spp,t_c,block,sample,type,date,pre_post,time,Mod Int,Det Gain,Sat Flash Int,Sat PW,Flash Mode,Far Red Mode,Far Red Int,Far Red Dur,Pre-Actinic Mode,Actinic Dur,Ke,Kq,PAR Corr,F',Fm',yield,ETR,PAR,Temp
PB,C,B,1,1p Y(II),8/24/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,907,2605,0.651,32.8,120,25
PB,C,B,2,1p Y(II),8/24/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,842,2576,0.673,33.9,120,25
PB,C,B,3,1p Y(II),8/24/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,843,2676,0.684,34.4,120,25
PB,C,B,4,1p Y(II),8/24/16,na,11:55:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1104,2857,0.613,30.8,120,25
PB,C,B,5,1p Y(II),8/24/16,na,11:56:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,411,1541,0.733,36.9,120,25
PB,C,B,6,1p Y(II),8/24/16,na,11:56:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1054,3239,0.674,33.9,120,25
PB,C,B,7,1p Y(II),8/24/16,na,11:56:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,481,1416,0.66,33.2,120,25
PB,C,B,8,1p Y(II),8/24/16,na,11:56:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,234,683,0.657,33.1,120,25
PB,T,B,1,1p Y(II),8/24/16,post,14:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,386,1642,0.764,38.4,120,25
PB,T,B,2,1p Y(II),8/24/16,post,14:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,669,2561,0.738,37.1,120,25
PB,T,B,3,1p Y(II),8/24/16,post,14:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,573,2355,0.756,38.1,120,25
PB,T,B,4,1p Y(II),8/24/16,post,14:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,701,2740,0.744,37.4,120,25
PB,T,B,5,1p Y(II),8/24/16,post,14:49:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,488,1958,0.75,37.8,120,25
PB,T,B,6,1p Y(II),8/24/16,post,14:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,621,2073,0.7,35.2,120,25
PB,T,B,7,1p Y(II),8/24/16,post,14:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,158,670,0.764,38.4,120,25
PB,T,B,8,1p Y(II),8/24/16,post,14:50:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,315,1252,0.748,37.6,120,25
PB,T,A,1,1p Y(II),8/24/16,post,15:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,179,781,0.77,38.8,120,25
PB,T,A,2,1p Y(II),8/24/16,post,15:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,972,3270,0.702,35.3,120,25
PB,T,A,3,1p Y(II),8/24/16,post,15:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,560,2408,0.767,38.6,120,25
PB,T,A,4,1p Y(II),8/24/16,post,15:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,138,561,0.754,37.9,120,25
PB,T,A,5,1p Y(II),8/24/16,post,15:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,650,2296,0.716,36,120,25
PB,T,A,6,1p Y(II),8/24/16,post,15:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,481,1989,0.758,38.1,120,25
PB,T,A,7,1p Y(II),8/24/16,post,15:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,714,3036,0.764,38.4,120,25
PB,T,A,8,1p Y(II),8/24/16,post,15:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,714,3036,0.764,38.4,120,25
PB,T,B,1,1p Y(II),8/26/16,pre,8:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1146,3450,0.667,33.6,120,25
PB,T,B,2,1p Y(II),8/26/16,pre,8:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,714,2452,0.708,35.6,120,25
PB,T,B,3,1p Y(II),8/26/16,pre,8:31:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,180,588,0.693,34.9,120,25
PB,T,B,4,1p Y(II),8/26/16,pre,8:32:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,969,3426,0.717,36.1,120,25
PB,T,B,5,1p Y(II),8/26/16,pre,8:32:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,271,857,0.683,34.4,120,25
PB,T,B,6,1p Y(II),8/26/16,pre,8:32:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,855,3072,0.721,36.3,120,25
PB,T,B,7,1p Y(II),8/26/16,pre,8:32:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,866,2848,0.695,35,120,25
PB,T,B,8,1p Y(II),8/26/16,pre,8:33:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,754,2389,0.684,34.4,120,25
PB,T,A,1,1p Y(II),8/26/16,pre,8:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,782,2295,0.659,33.2,120,25
PB,T,A,2,1p Y(II),8/26/16,pre,8:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,316,929,0.659,33.2,120,25
PB,T,A,3,1p Y(II),8/26/16,pre,8:46:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,156,552,0.717,36.1,120,25
PB,T,A,4,1p Y(II),8/26/16,pre,8:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,208,679,0.693,34.9,120,25
PB,T,A,5,1p Y(II),8/26/16,pre,8:47:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1150,3413,0.663,33.4,120,25
PB,T,A,6,1p Y(II),8/26/16,pre,8:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,374,904,0.586,29.5,120,25
PB,T,A,7,1p Y(II),8/26/16,pre,8:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,528,1671,0.684,34.4,120,25
PB,T,A,8,1p Y(II),8/26/16,pre,8:48:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1145,3048,0.624,31.4,120,25
PB,C,A,1,1p Y(II),8/26/16,na,12:56:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1232,3278,0.624,31.4,120,25
PB,C,A,2,1p Y(II),8/26/16,na,12:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,356,1068,0.666,33.5,120,25
PB,C,A,3,1p Y(II),8/26/16,na,12:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,438,1373,0.68,34.2,120,25
PB,C,A,4,1p Y(II),8/26/16,na,12:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1079,3027,0.643,32.4,120,25
PB,C,A,5,1p Y(II),8/26/16,na,12:57:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1111,3352,0.668,33.6,120,25
PB,C,A,6,1p Y(II),8/26/16,na,12:58:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,936,2788,0.664,33.4,120,25
PB,C,A,7,1p Y(II),8/26/16,na,12:58:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,497,1434,0.653,32.9,120,25
PB,C,A,8,1p Y(II),8/26/16,na,12:58:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1166,3254,0.641,32.3,120,25
PB,C,B,1,1p Y(II),8/26/16,na,13:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,984,2832,0.652,32.8,120,25
PB,C,B,2,1p Y(II),8/26/16,na,13:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,423,1550,0.727,36.6,120,25
PB,C,B,3,1p Y(II),8/26/16,na,13:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,485,1649,0.705,35.5,120,25
PB,C,B,4,1p Y(II),8/26/16,na,13:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,151,495,0.694,34.9,120,25
PB,C,B,5,1p Y(II),8/26/16,na,13:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,675,2253,0.7,35.2,120,25
PB,C,B,6,1p Y(II),8/26/16,na,13:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,705,2391,0.705,35.5,120,25
PB,C,B,7,1p Y(II),8/26/16,na,13:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,699,2469,0.716,36,120,25
PB,C,B,8,1p Y(II),8/26/16,na,13:07:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,586,2266,0.741,37.3,120,25
PB,T,A,1,1p Y(II),8/26/16,post,13:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,859,2818,0.695,35,120,25
PB,T,A,2,1p Y(II),8/26/16,post,13:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,979,3548,0.724,36.4,120,25
PB,T,A,3,1p Y(II),8/26/16,post,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,317,1372,0.768,38.7,120,25
PB,T,A,4,1p Y(II),8/26/16,post,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,375,1555,0.758,38.1,120,25
PB,T,A,5,1p Y(II),8/26/16,post,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,862,3133,0.724,36.4,120,25
PB,T,A,6,1p Y(II),8/26/16,post,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,345,982,0.648,32.6,120,25
PB,T,A,7,1p Y(II),8/26/16,post,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,541,2068,0.738,37.1,120,25
PB,T,A,8,1p Y(II),8/26/16,post,13:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,723,2822,0.743,37.4,120,25
PB,T,B,1,1p Y(II),8/26/16,post,13:27:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,235,860,0.726,36.5,120,25
PB,T,B,2,1p Y(II),8/26/16,post,13:27:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,669,2171,0.691,34.8,120,25
PB,T,B,3,1p Y(II),8/26/16,post,13:27:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,912,3362,0.728,36.6,120,25
PB,T,B,4,1p Y(II),8/26/16,post,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,581,2286,0.745,37.5,120,25
PB,T,B,5,1p Y(II),8/26/16,post,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1029,3439,0.7,35.2,120,25
PB,T,B,6,1p Y(II),8/26/16,post,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,295,1038,0.715,36,120,25
PB,T,B,7,1p Y(II),8/26/16,post,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1102,3447,0.68,34.2,120,25
PB,T,B,8,1p Y(II),8/26/16,post,13:29:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,690,2437,0.716,36,120,25
PB,T,B,1,1p Y(II),8/29/16,pre,10:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,711,2464,0.711,35.8,120,25
PB,T,B,2,1p Y(II),8/29/16,pre,10:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,221,600,0.631,31.8,120,25
PB,T,B,3,1p Y(II),8/29/16,pre,10:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,309,1041,0.703,35.4,120,25
PB,T,B,4,1p Y(II),8/29/16,pre,10:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,238,660,0.639,32.1,120,25
PB,T,B,5,1p Y(II),8/29/16,pre,10:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,834,2512,0.667,33.6,120,25
PB,T,B,6,1p Y(II),8/29/16,pre,10:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,267,805,0.668,33.6,120,25
PB,T,B,7,1p Y(II),8/29/16,pre,10:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1154,3547,0.674,33.9,120,25
PB,T,B,8,1p Y(II),8/29/16,pre,10:16:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,249,648,0.615,30.9,120,25
PB,T,A,1,1p Y(II),8/29/16,pre,10:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,854,2515,0.66,33.2,120,25
PB,T,A,2,1p Y(II),8/29/16,pre,10:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,228,739,0.691,34.8,120,25
PB,T,A,3,1p Y(II),8/29/16,pre,10:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,467,1625,0.712,35.8,120,25
PB,T,A,4,1p Y(II),8/29/16,pre,10:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,436,1153,0.621,31.2,120,25
PB,T,A,5,1p Y(II),8/29/16,pre,10:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,474,1678,0.717,36.1,120,25
PB,T,A,6,1p Y(II),8/29/16,pre,10:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,213,558,0.618,31.1,120,25
PB,T,A,7,1p Y(II),8/29/16,pre,10:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,868,2947,0.705,35.5,120,25
PB,T,A,8,1p Y(II),8/29/16,pre,10:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,116,305,0.619,31.1,120,25
PB,T,B,1,1p Y(II),8/29/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,319,1067,0.701,35.3,120,25
PB,T,B,2,1p Y(II),8/29/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,641,2497,0.743,37.4,120,25
PB,T,B,3,1p Y(II),8/29/16,post,12:04:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,355,1407,0.747,37.6,120,25
PB,T,B,4,1p Y(II),8/29/16,post,12:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,1071,0.754,37.9,120,25
PB,T,B,5,1p Y(II),8/29/16,post,12:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,263,1071,0.754,37.9,120,25
PB,T,B,6,1p Y(II),8/29/16,post,12:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,282,797,0.646,32.5,120,25
PB,T,B,7,1p Y(II),8/29/16,post,12:05:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,518,1958,0.735,37,120,25
PB,T,B,8,1p Y(II),8/29/16,post,12:06:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,976,3144,0.689,34.7,120,25
PB,C,B,1,1p Y(II),8/29/16,na,13:27:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,540,1700,0.682,34.3,120,25
PB,C,B,2,1p Y(II),8/29/16,na,13:27:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,229,796,0.712,35.8,120,25
PB,C,B,3,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,555,1878,0.704,35.4,120,25
PB,C,B,4,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,388,1265,0.693,34.9,120,25
PB,C,B,5,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,625,2198,0.715,36,120,25
PB,C,B,6,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,458,1588,0.711,35.8,120,25
PB,C,B,7,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,782,2637,0.703,35.4,120,25
PB,C,B,8,1p Y(II),8/29/16,na,13:28:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,379,1305,0.709,35.7,120,25
PB,C,A,1,1p Y(II),8/29/16,na,13:33:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,433,1445,0.7,35.2,120,25
PB,C,A,2,1p Y(II),8/29/16,na,13:33:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,527,1811,0.709,35.7,120,25
PB,C,A,3,1p Y(II),8/29/16,na,13:33:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,278,937,0.703,35.4,120,25
PB,C,A,4,1p Y(II),8/29/16,na,13:33:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,502,1779,0.717,36.1,120,25
PB,C,A,5,1p Y(II),8/29/16,na,13:34:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,634,1899,0.666,33.5,120,25
PB,C,A,6,1p Y(II),8/29/16,na,13:34:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,831,2927,0.716,36,120,25
PB,C,A,7,1p Y(II),8/29/16,na,13:34:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,864,2144,0.597,30,120,25
PB,C,A,8,1p Y(II),8/29/16,na,13:34:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,317,946,0.664,33.4,120,25
PB,T,A,1,1p Y(II),8/29/16,post,13:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,662,2547,0.74,37.2,120,25
PB,T,A,2,1p Y(II),8/29/16,post,13:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,444,1596,0.721,36.3,120,25
PB,T,A,3,1p Y(II),8/29/16,post,13:36:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,481,1784,0.73,36.7,120,25
PB,T,A,4,1p Y(II),8/29/16,post,13:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,676,2069,0.673,33.9,120,25
PB,T,A,5,1p Y(II),8/29/16,post,13:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,187,777,0.759,38.2,120,25
PB,T,A,6,1p Y(II),8/29/16,post,13:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1308,3566,0.633,31.8,120,25
PB,T,A,7,1p Y(II),8/29/16,post,13:37:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,584,2237,0.738,37.1,120,25
PB,T,A,8,1p Y(II),8/29/16,post,13:38:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,890,2784,0.68,34.2,120,25
PB,T,A,1,1p Y(II),8/31/16,pre,10:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,832,2937,0.716,36,120,25
PB,T,A,2,1p Y(II),8/31/16,pre,10:13:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,616,1733,0.644,32.4,120,25
PB,T,A,3,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,585,1755,0.666,33.5,120,25
PB,T,A,4,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,345,952,0.637,32.1,120,25
PB,T,A,5,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,708,2024,0.65,32.7,120,25
PB,T,A,6,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,152,441,0.655,33,120,25
PB,T,A,7,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,477,1377,0.653,32.9,120,25
PB,T,A,8,1p Y(II),8/31/16,pre,10:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,684,1993,0.656,33,120,25
PB,T,B,1,1p Y(II),8/31/16,pre,10:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,653,1888,0.654,32.9,120,25
PB,T,B,2,1p Y(II),8/31/16,pre,10:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,903,2569,0.648,32.6,120,25
PB,T,B,3,1p Y(II),8/31/16,pre,10:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,444,1575,0.718,36.1,120,25
PB,T,B,4,1p Y(II),8/31/16,pre,10:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,272,793,0.656,33,120,25
PB,T,B,5,1p Y(II),8/31/16,pre,10:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,758,3000,0.747,37.6,120,25
PB,T,B,6,1p Y(II),8/31/16,pre,10:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,494,1880,0.737,37.1,120,25
PB,T,B,7,1p Y(II),8/31/16,pre,10:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,700,2722,0.742,37.3,120,25
PB,T,B,8,1p Y(II),8/31/16,pre,10:23:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,273,856,0.681,34.3,120,25
PB,C,B,1,1p Y(II),8/31/16,na,13:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,819,2726,0.699,35.2,120,25
PB,C,B,2,1p Y(II),8/31/16,na,13:14:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,1006,3189,0.684,34.4,120,25
PB,C,B,3,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,575,2092,0.725,36.5,120,25
PB,C,B,4,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,240,863,0.721,36.3,120,25
PB,C,B,5,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,678,2894,0.765,38.5,120,25
PB,C,B,6,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,115,393,0.707,35.6,120,25
PB,C,B,7,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,466,1803,0.741,37.3,120,25
PB,C,B,8,1p Y(II),8/31/16,na,13:15:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,547,2197,0.751,37.8,120,25
PB,C,A,1,1p Y(II),8/31/16,na,13:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,480,1366,0.648,32.6,120,25
PB,C,A,2,1p Y(II),8/31/16,na,13:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,550,2122,0.74,37.2,120,25
PB,C,A,3,1p Y(II),8/31/16,na,13:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,253,867,0.708,35.6,120,25
PB,C,A,4,1p Y(II),8/31/16,na,13:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,527,2169,0.757,38.1,120,25
PB,C,A,5,1p Y(II),8/31/16,na,13:21:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,643,2401,0.732,36.8,120,25
PB,C,A,6,1p Y(II),8/31/16,na,13:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,153,573,0.732,36.8,120,25
PB,C,A,7,1p Y(II),8/31/16,na,13:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,570,1712,0.667,33.6,120,25
PB,C,A,8,1p Y(II),8/31/16,na,13:22:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,197,606,0.674,33.9,120,25
PB,T,B,1,1p Y(II),8/31/16,post,13:43:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,499,2213,0.774,39,120,25
PB,T,B,2,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,371,1392,0.733,36.9,120,25
PB,T,B,3,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,172,643,0.732,36.8,120,25
PB,T,B,4,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,172,643,0.732,36.8,120,25
PB,T,B,5,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,321,1465,0.78,39.3,120,25
PB,T,B,6,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,856,3576,0.76,38.3,120,25
PB,T,B,7,1p Y(II),8/31/16,post,13:44:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,633,2801,0.774,39,120,25
PB,T,B,8,1p Y(II),8/31/16,post,13:45:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,162,691,0.765,38.5,120,25
PB,T,A,1,1p Y(II),8/31/16,post,13:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,181,774,0.766,38.6,120,25
PB,T,A,2,1p Y(II),8/31/16,post,13:51:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,127,493,0.742,37.3,120,25
PB,T,A,3,1p Y(II),8/31/16,post,13:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,849,3433,0.752,37.8,120,25
PB,T,A,4,1p Y(II),8/31/16,post,13:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,633,1993,0.682,34.3,120,25
PB,T,A,5,1p Y(II),8/31/16,post,13:52:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,537,2176,0.753,37.9,120,25
PB,T,A,6,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,983,3046,0.677,34.1,120,25
PB,T,A,7,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,126,557,0.773,38.9,120,25
PB,T,A,8,1p Y(II),8/31/16,post,13:53:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,695,2740,0.746,37.5,120,25
PB,T,B,1,1p Y(II),9/2/16,pre,9:10:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,472,1777,0.734,36.9,120,25
PB,T,B,2,1p Y(II),9/2/16,pre,9:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,230,846,0.728,36.6,120,25
PB,T,B,3,1p Y(II),9/2/16,pre,9:11:00,50,4,75,1,Standard,Off,50,5,Off,1,0.5,0.84,1,336,1488,0.774,39,120,25
